postcode,sector,average_household
GU17 0JX,GU17 0,12.0
PO10 7QA,PO10 7,12.0
PO6 3PD,PO6 3,13.0
KT10 8HX,KT10 8,11.0
SO16 3NE,SO16 3,14.0
PO30 4JY,PO30 4,9.0
SO19 6FN,SO19 6,15.0
RH13 6RG,RH13 6,11.0
RH19 3LE,RH19 3,12.0
E7 9BZ,E7 9,17.0
NW10 8DW,NW10 8,13.0
RH4 2BY,RH4 2,9.0
W3 0AB,W3 0,9.0
DA5 3HU,DA5 3,17.0
N15 6SL,N15 6,16.0
N20 9PN,N20 9,7.0
RG14 7QY,RG14 7,11.0
BN13 3RA,BN13 3,10.0
TN22 1HG,TN22 1,9.0
W1G 8GG,W1G 8,4.0
DA13 0TW,DA13 0,12.0
RM6 4AB,RM6 4,14.0
CR4 4EJ,CR4 4,13.0
GU4 8QT,GU4 8,9.0
SE2 9UZ,SE2 9,17.0
BN14 9PJ,BN14 9,12.0
SW1X 7TS,SW1X 7,2.0
SM6 9DU,SM6 9,16.0
E1 5QH,E1 5,15.0
RM15 4XD,RM15 4,15.0
PO6 1HR,PO6 1,13.0
RG1 1PJ,RG1 1,1.0
SE15 3UN,SE15 3,18.0
E2 9BX,E2 9,12.0
E15 1SD,E15 1,15.0
RG30 2JP,RG30 2,17.0
NW9 8DU,NW9 8,11.0
PO36 9BY,PO36 9,14.0
BN1 1ED,BN1 1,3.0
SO18 1EQ,SO18 1,15.0
HA0 4BY,HA0 4,11.0
SS7 1RL,SS7 1,13.0
SS9 2ED,SS9 2,12.0
TW18 3QX,TW18 3,9.0
SM6 0HG,SM6 0,10.0
RG10 8BB,RG10 8,7.0
NW3 7WD,NW3 7,7.0
NW5 1PS,NW5 1,11.0
BN7 2DD,BN7 2,11.0
N2 9LY,N2 9,12.0
RH20 2BH,RH20 2,10.0
SE10 0PY,SE10 0,9.0
BN13 1EE,BN13 1,13.0
SO45 1AP,SO45 1,14.0
TN1 2LU,TN1 2,11.0
SE20 7EB,SE20 7,15.0
TN27 9ST,TN27 9,7.0
E17 6LX,E17 6,17.0
CT17 0LX,CT17 0,15.0
NW9 7LJ,NW9 7,10.0
GU21 6NY,GU21 6,7.0
UB5 6EL,UB5 6,16.0
SO16 4HN,SO16 4,12.0
RG21 5QZ,RG21 5,17.0
BN1 6RJ,BN1 6,19.0
W6 8HD,W6 8,13.0
RG21 5NL,RG21 5,17.0
GU22 0NW,GU22 0,10.0
SS7 3RD,SS7 3,14.0
GU7 1ZF,GU7 1,8.0
RM3 9XL,RM3 9,15.0
CT3 1PH,CT3 1,7.0
W5 1UB,W5 1,12.0
E17 9HE,E17 9,15.0
EC3R 5BS,EC3R 5,
SO53 1GH,SO53 1,12.0
SO32 2LP,SO32 2,11.0
SE9 4LE,SE9 4,18.0
NW1 1PU,NW1 1,9.0
RG6 4BW,RG6 4,15.0
KT1 3AG,KT1 3,16.0
PO7 5EA,PO7 5,14.0
HA3 0TN,HA3 0,11.0
GU35 9ET,GU35 9,10.0
SW5 9BZ,SW5 9,13.0
W1B 5AP,W1B 5,
GU9 9AG,GU9 9,11.0
CR2 6GS,CR2 6,14.0
RG4 6PZ,RG4 6,12.0
CT13 0HQ,CT13 0,11.0
BN26 6BL,BN26 6,8.0
NW1 3AT,NW1 3,9.0
SE25 4PP,SE25 4,16.0
RH4 2NS,RH4 2,9.0
SS14 3XX,SS14 3,6.0
OX11 9PF,OX11 9,9.0
BN3 2BU,BN3 2,12.0
TN14 5PE,TN14 5,9.0
RG17 9SJ,RG17 9,10.0
RH7 6JG,RH7 6,13.0
CR0 6QU,CR0 6,31.0
BN20 9BS,BN20 9,12.0
BN11 2NU,BN11 2,16.0
PO39 0HN,PO39 0,11.0
PO19 5PA,PO19 5,11.0
TN35 4HG,TN35 4,12.0
GU27 3BE,GU27 3,8.0
W13 0JQ,W13 0,13.0
RH17 5BJ,RH17 5,8.0
SM1 4HS,SM1 4,13.0
CT3 1TY,CT3 1,7.0
DA1 5FD,DA1 5,13.0
CT5 2RL,CT5 2,14.0
TN2 3PH,TN2 3,11.0
BN11 2AQ,BN11 2,16.0
RG26 5JN,RG26 5,10.0
OX44 9DR,OX44 9,8.0
W1U 7DF,W1U 7,
BN13 3DU,BN13 3,10.0
CM15 0HD,CM15 0,12.0
SS17 7DY,SS17 7,17.0
TN21 9NL,TN21 9,6.0
W13 8JY,W13 8,11.0
CT18 7NY,CT18 7,14.0
ME8 7DF,ME8 7,12.0
BN17 6LE,BN17 6,17.0
SM1 2LZ,SM1 2,18.0
WC1X 9DE,WC1X 9,8.0
ME7 2BG,ME7 2,18.0
E11 2PR,E11 2,16.0
SO45 5EU,SO45 5,13.0
RH5 4LU,RH5 4,10.0
EC1M 4NB,EC1M 4,
DA9 9HN,DA9 9,16.0
SE20 8HS,SE20 8,15.0
N12 0RS,N12 0,11.0
UB5 5AE,UB5 5,15.0
TW13 4FD,TW13 4,15.0
SL1 8LN,SL1 8,7.0
SP11 7DF,SP11 7,7.0
PO30 5PT,PO30 5,12.0
UB5 4BP,UB5 4,17.0
CT9 2BJ,CT9 2,15.0
RH16 3PG,RH16 3,12.0
SP11 6TG,SP11 6,5.0
DA17 5AL,DA17 5,17.0
ME14 5LW,ME14 5,11.0
GU14 7HB,GU14 7,8.0
UB6 8ST,UB6 8,14.0
CT10 2LW,CT10 2,13.0
RH10 9HA,RH10 9,
KT9 2HS,KT9 2,17.0
N1 8QG,N1 8,11.0
RM15 4TU,RM15 4,15.0
RG18 3FH,RG18 3,14.0
PO13 0QU,PO13 0,18.0
SE17 2EB,SE17 2,16.0
RM10 9TX,RM10 9,20.0
BN16 4NR,BN16 4,12.0
GU51 5TS,GU51 5,9.0
CT19 5BA,CT19 5,13.0
RG41 5QR,RG41 5,10.0
RM10 8SE,RM10 8,20.0
E10 7XQ,E10 7,14.0
PO15 5RU,PO15 5,11.0
SL6 8PL,SL6 8,8.0
SO45 3NE,SO45 3,10.0
HP27 9HB,HP27 9,8.0
TN29 9LD,TN29 9,9.0
CT16 2LN,CT16 2,18.0
E12 6NX,E12 6,21.0
TW17 8EA,TW17 8,11.0
CT16 1BU,CT16 1,6.0
BN3 3TL,BN3 3,19.0
OX44 7PP,OX44 7,8.0
CR2 0RH,CR2 0,15.0
SL1 3DQ,SL1 3,13.0
TN13 1HE,TN13 1,6.0
TN2 3PJ,TN2 3,11.0
RH5 4RN,RH5 4,10.0
SP10 3RL,SP10 3,15.0
SM5 3RW,SM5 3,13.0
RM3 8FR,RM3 8,13.0
DA2 7LS,DA2 7,16.0
KT15 3LB,KT15 3,13.0
HP18 0WR,HP18 0,6.0
RG27 8DR,RG27 8,7.0
NW8 0BE,NW8 0,12.0
ME13 7RP,ME13 7,13.0
SO15 5DG,SO15 5,15.0
GU12 4SD,GU12 4,16.0
ME12 1BS,ME12 1,10.0
GU14 7PJ,GU14 7,8.0
CT2 9EF,CT2 9,10.0
N20 0JG,N20 0,12.0
WC2E 7BD,WC2E 7,2.0
SW1V 2NB,SW1V 2,12.0
W1U 2QX,W1U 2,1.0
SO32 1FJ,SO32 1,10.0
CT16 1TR,CT16 1,6.0
SW3 2RH,SW3 2,10.0
N1 7PE,N1 7,14.0
TN27 0QT,TN27 0,8.0
SL0 0EA,SL0 0,8.0
GU10 4AB,GU10 4,9.0
E16 1XB,E16 1,14.0
BN11 3DG,BN11 3,10.0
CT6 7BZ,CT6 7,15.0
E11 4AP,E11 4,15.0
SE18 7RW,SE18 7,19.0
HA9 9DA,HA9 9,11.0
SL2 1HR,SL2 1,17.0
SS12 9NJ,SS12 9,16.0
W9 2AL,W9 2,17.0
BR4 9JZ,BR4 9,14.0
ME5 9RA,ME5 9,14.0
SW2 1JU,SW2 1,11.0
HA9 8UB,HA9 8,12.0
OX12 8QW,OX12 8,7.0
ME5 0LA,ME5 0,18.0
RH2 7NY,RH2 7,11.0
SW11 1LX,SW11 1,13.0
ME20 7RE,ME20 7,9.0
KT3 3TB,KT3 3,15.0
SE15 4NZ,SE15 4,13.0
RM17 5JG,RM17 5,15.0
RH1 4RD,RH1 4,9.0
E10 5EJ,E10 5,15.0
N3 3RL,N3 3,10.0
SE6 2QG,SE6 2,16.0
TW20 9BS,TW20 9,9.0
BN7 2AP,BN7 2,11.0
CR8 2NG,CR8 2,13.0
NW5 1HL,NW5 1,11.0
N2 0RN,N2 0,11.0
HA1 2LZ,HA1 2,8.0
SW16 6AL,SW16 6,17.0
E1 0ET,E1 0,16.0
RG6 5RE,RG6 5,13.0
W8 7SU,W8 7,10.0
UB6 8GP,UB6 8,14.0
BN13 2SF,BN13 2,15.0
BR1 5FA,BR1 5,23.0
SS5 4QW,SS5 4,11.0
E11 4YQ,E11 4,15.0
W5 2NY,W5 2,12.0
PO16 9DR,PO16 9,13.0
KT13 9AQ,KT13 9,9.0
SP10 3ZE,SP10 3,15.0
NW1 9PP,NW1 9,12.0
BN22 7GB,BN22 7,10.0
SE2 0XW,SE2 0,18.0
BN6 9RQ,BN6 9,9.0
ME6 5RL,ME6 5,15.0
TN34 3TG,TN34 3,17.0
HA2 0QQ,HA2 0,11.0
SW11 5ND,SW11 5,20.0
E7 0PX,E7 0,17.0
PO1 3AJ,PO1 3,10.0
N3 2DE,N3 2,11.0
NW10 4AP,NW10 4,13.0
ME5 9HE,ME5 9,14.0
BN21 4TY,BN21 4,8.0
HA8 6PF,HA8 6,13.0
RG24 9FQ,RG24 9,17.0
TN15 9HH,TN15 9,8.0
TW18 3NJ,TW18 3,9.0
SS8 7NS,SS8 7,12.0
N8 8RD,N8 8,12.0
CT4 8EH,CT4 8,7.0
W1J 5RL,W1J 5,2.0
NW3 6EG,NW3 6,8.0
SP10 3GZ,SP10 3,15.0
ME17 4JR,ME17 4,10.0
KT19 0LZ,KT19 0,15.0
ME9 0AP,ME9 0,6.0
BN14 7BZ,BN14 7,16.0
CT5 4UE,CT5 4,15.0
N20 8JZ,N20 8,8.0
ME4 6LW,ME4 6,13.0
W3 7FF,W3 7,15.0
RM16 4NR,RM16 4,17.0
SS7 2LJ,SS7 2,16.0
E16 4LG,E16 4,15.0
KT19 8LH,KT19 8,10.0
RH1 2EQ,RH1 2,13.0
IG1 2TH,IG1 2,16.0
DA14 5DW,DA14 5,10.0
SS6 8NB,SS6 8,16.0
TN27 9TS,TN27 9,7.0
RH16 4BD,RH16 4,10.0
PO8 0EH,PO8 0,10.0
ME13 7PL,ME13 7,13.0
BN2 8LD,BN2 8,16.0
CT10 1SJ,CT10 1,11.0
EN5 4AL,EN5 4,8.0
SO42 7YH,SO42 7,11.0
SE18 1BJ,SE18 1,18.0
PO21 5HG,PO21 5,13.0
RG7 1NU,RG7 1,7.0
RG9 1JQ,RG9 1,11.0
TW15 1GT,TW15 1,12.0
SS6 8YP,SS6 8,16.0
RG14 7GS,RG14 7,11.0
HP14 4PZ,HP14 4,10.0
RG6 7JX,RG6 7,14.0
GU15 1QJ,GU15 1,11.0
OX10 6LD,OX10 6,9.0
PO7 4QY,PO7 4,8.0
BR6 7UF,BR6 7,10.0
GU5 0DF,GU5 0,9.0
HP22 4LZ,HP22 4,8.0
E6 3HG,E6 3,20.0
PO9 2QU,PO9 2,13.0
BH25 7LX,BH25 7,12.0
TN40 1DJ,TN40 1,14.0
CM15 0HL,CM15 0,12.0
KT18 7NX,KT18 7,12.0
SS2 5TF,SS2 5,13.0
UB3 3PY,UB3 3,13.0
CT15 7ED,CT15 7,7.0
CT6 8AZ,CT6 8,14.0
SW15 5AL,SW15 5,14.0
W5 4RN,W5 4,17.0
SW4 9HE,SW4 9,10.0
IG2 7LP,IG2 7,16.0
N17 9XJ,N17 9,13.0
E9 6SG,E9 6,17.0
CT6 8TB,CT6 8,14.0
KT17 1XX,KT17 1,7.0
TW17 0DF,TW17 0,11.0
